122,Steven Gerrard,0.0,91,Icon,FUT 22 ICONS,England,unknown
123,Kylian Mbappé,1720000.0,91,gold rare,Paris SG,France,Ligue 1 Conforama
124,Robin van Persie,0.0,91,Icon,FUT 22 ICONS,Netherlands,unknown
125,Kevin De Bruyne,121000.0,91,gold rare,Manchester City,Belgium,Premier League
126,Cristiano Ronaldo,1250000.0,91,gold rare,Manchester Utd,Portugal,Premier League
127,Kylian Mbappé,0.0,91,otw vip,Paris SG,France,Ligue 1 Conforama
128,Alessandro Del Piero,1240000.0,90,Icon,FUT 22 ICONS,Italy,unknown
129,Anderson Luís de Souza,0.0,90,Icon,FUT 22 ICONS,Portugal,unknown
130,Carles Puyol Saforcada,419000.0,90,Icon,FUT 22 ICONS,Spain,unknown
131,Christian Vieri,0.0,90,Icon,FUT 22 ICONS,Italy,unknown
132,Davor Šuker,0.0,90,Icon,FUT 22 ICONS,Croatia,unknown
133,Emilio Butragueño,1590000.0,90,Icon,FUT 22 ICONS,Spain,unknown
134,Éric Cantona,1850000.0,90,Icon,FUT 22 ICONS,France,unknown
135,Ronald Koeman,0.0,91,Icon,FUT 22 ICONS,Netherlands,unknown
136,Sócrates,0.0,91,Icon,FUT 22 ICONS,Brazil,unknown
137,Zinedine Zidane,2920000.0,91,Icon,FUT 22 ICONS,France,unknown
138,Cristiano Ronaldo,2720000.0,91,otw gold,Manchester Utd,Portugal,Premier League
139,Neymar Jr,917000.0,91,gold rare,Paris SG,Brazil,Ligue 1 Conforama
140,Jan Oblak,38750.0,91,gold rare,Atlético de Madrid,Slovenia,LaLiga Santander
141,Wayne Rooney,0.0,91,Icon,FUT 22 ICONS,England,unknown
142,Karim Benzema,157950.0,91,POTM Laliga,Real Madrid,France,LaLiga Santander
143,Alessandro Nesta,305000.0,90,Icon,FUT 22 ICONS,Italy,unknown
144,Andrea Pirlo,569000.0,90,Icon,FUT 22 ICONS,Italy,unknown
145,Carlos Alberto Torres,750000.0,90,Icon,FUT 22 ICONS,Brazil,unknown
146,Claude Makélélé,0.0,90,Icon,FUT 22 ICONS,France,unknown
147,Dennis Bergkamp,673000.0,90,Icon,FUT 22 ICONS,Netherlands,unknown
148,Emmanuel Petit,0.0,90,Icon,FUT 22 ICONS,France,unknown
149,Filippo Inzaghi,0.0,90,Icon,FUT 22 ICONS,Italy,unknown
150,Frank Lampard,0.0,90,Icon,FUT 22 ICONS,England,unknown
151,George Best,1400000.0,90,Icon,FUT 22 ICONS,Northern Ireland,unknown
152,Henrik Larsson,0.0,90,Icon,FUT 22 ICONS,Sweden,unknown
153,Hristo Stoichkov,930000.0,90,Icon,FUT 22 ICONS,Bulgaria,unknown
154,Jay-Jay Okocha,0.0,90,Icon,FUT 22 ICONS,Nigeria,unknown
155,Juan Sebastián Verón,0.0,90,Icon,FUT 22 ICONS,Argentina,unknown
156,Luís Figo,819000.0,90,Icon,FUT 22 ICONS,Portugal,unknown
157,Garrincha,1200000.0,90,Icon,FUT 22 ICONS,Brazil,unknown
158,Michael Essien,0.0,90,Icon,FUT 22 ICONS,Ghana,unknown
159,Peter Schmeichel,322000.0,90,Icon,FUT 22 ICONS,Denmark,unknown
160,Rivaldo,730000.0,90,Icon,FUT 22 ICONS,Brazil,unknown
161,Roy Keane,0.0,90,Icon,FUT 22 ICONS,Republic of Ireland,unknown
162,Ruud Gullit,8400000.0,90,Icon,FUT 22 ICONS,Netherlands,unknown
163,Samuel Eto'o,2100000.0,90,Icon,FUT 22 ICONS,Cameroon,unknown
164,Xavier Hernández,600000.0,90,Icon,FUT 22 ICONS,Spain,unknown
165,Frank Rijkaard,0.0,90,Icon,FUT 22 ICONS,Netherlands,unknown
166,Gianfranco Zola,0.0,90,Icon,FUT 22 ICONS,Italy,unknown
167,Hernán Crespo,0.0,90,Icon,FUT 22 ICONS,Argentina,unknown
168,Jari Litmanen,0.0,90,Icon,FUT 22 ICONS,Finland,unknown
169,Pep Guardiola,0.0,90,Icon,FUT 22 ICONS,Spain,unknown
170,Kenny Dalglish,1500000.0,90,Icon,FUT 22 ICONS,Scotland,unknown
171,Luis Hernández,0.0,90,Icon,FUT 22 ICONS,Mexico,unknown
172,Marc Overmars,0.0,90,Icon,FUT 22 ICONS,Netherlands,unknown
173,Nemanja Vidić,0.0,90,Icon,FUT 22 ICONS,Serbia,unknown
174,Rio Ferdinand,0.0,90,Icon,FUT 22 ICONS,England,unknown
175,Ronaldo,2450000.0,90,Icon,FUT 22 ICONS,Brazil,unknown
176,Rui Manuel César Costa,0.0,90,Icon,FUT 22 ICONS,Portugal,unknown
177,Ruud van Nistelrooy,265000.0,90,Icon,FUT 22 ICONS,Netherlands,unknown
178,Thierry Henry,1190000.0,90,Icon,FUT 22 ICONS,France,unknown
179,Marcos Cafú,1030000.0,90,Icon,FUT 22 ICONS,Brazil,unknown
180,Manuel Neuer,30000.0,90,gold rare,FC Bayern,Germany,Bundesliga
181,Harry Kane,28000.0,90,gold rare,Spurs,England,Premier League
182,Joshua Kimmich,200000.0,90,IF gold,FC Bayern,Germany,Bundesliga
183,Karim Benzema,105000.0,90,IF gold,Real Madrid,France,LaLiga Santander
184,Sadio Mané,799000.0,90,IF gold,Liverpool,Senegal,Premier League
185,Alan Shearer,279000.0,89,Icon,FUT 22 ICONS,England,unknown
186,Bastian Schweinsteiger,518000.0,89,Icon,FUT 22 ICONS,Germany,unknown
187,David Beckham,578000.0,89,Icon,FUT 22 ICONS,England,unknown
188,Didier Drogba,801000.0,89,Icon,FUT 22 ICONS,Côte d'Ivoire,unknown
189,Eusébio,4830000.0,89,Icon,FUT 22 ICONS,Portugal,unknown
190,Ferenc Puskás,1690000.0,89,Icon,FUT 22 ICONS,Hungary,unknown
191,Gary Lineker,620000.0,89,Icon,FUT 22 ICONS,England,unknown
192,Gheorghe Hagi,613000.0,89,Icon,FUT 22 ICONS,Romania,unknown
193,Hugo Sánchez,675000.0,89,Icon,FUT 22 ICONS,Mexico,unknown
194,Ian Wright,0.0,89,Icon,FUT 22 ICONS,England,unknown
195,ter Stegen,29750.0,90,gold rare,FC Barcelona,Germany,LaLiga Santander
196,N'Golo Kanté,525000.0,90,gold rare,Chelsea,France,Premier League
197,Mohamed Salah,630000.0,90,IF gold,Liverpool,Egypt,Premier League
198,Heung Min Son,570000.0,90,IF gold,Spurs,Korea Republic,Premier League
199,Heung Min Son,1070000.0,90,conference gold rare,Spurs,Korea Republic,Premier League
200,Ashley Cole,0.0,89,Icon,FUT 22 ICONS,England,unknown
201,Bobby Moore,175000.0,89,Icon,FUT 22 ICONS,England,unknown
202,David Trezeguet,305000.0,89,Icon,FUT 22 ICONS,France,unknown
203,Edwin van der Sar,615000.0,89,Icon,FUT 22 ICONS,Netherlands,unknown
204,Fabio Cannavaro,395000.0,89,Icon,FUT 22 ICONS,Italy,unknown
205,Fernando Hierro Ruiz,255000.0,89,Icon,FUT 22 ICONS,Spain,unknown
206,Gennaro Gattuso,0.0,89,Icon,FUT 22 ICONS,Italy,unknown
207,Gianluca Zambrotta,0.0,89,Icon,FUT 22 ICONS,Italy,unknown
208,Ian Rush,303000.0,89,Icon,FUT 22 ICONS,Wales,unknown
209,Johan Cruyff,3200000.0,89,Icon,FUT 22 ICONS,Netherlands,unknown
210,John Barnes,0.0,89,Icon,FUT 22 ICONS,England,unknown
211,Laurent Blanc,780000.0,89,Icon,FUT 22 ICONS,France,unknown
212,Marco van Basten,460000.0,89,Icon,FUT 22 ICONS,Netherlands,unknown
213,Michael Laudrup,180000.0,89,Icon,FUT 22 ICONS,Denmark,unknown
214,Paul Scholes,265000.0,89,Icon,FUT 22 ICONS,England,unknown
215,Philipp Lahm,1690000.0,89,Icon,FUT 22 ICONS,Germany,unknown
216,Roberto Baggio,510000.0,89,Icon,FUT 22 ICONS,Italy,unknown
217,Ryan Giggs,214000.0,89,Icon,FUT 22 ICONS,Wales,unknown
218,Sol Campbell,0.0,89,Icon,FUT 22 ICONS,England,unknown
219,Morientes,256000.0,89,hero,HERO,Spain,LaLiga Santander
220,David Ginola,2020000.0,89,hero,HERO,France,Ligue 1 Conforama
221,Robin van Persie,869000.0,89,Icon,FUT 22 ICONS,Netherlands,unknown
222,Heung Min Son,290000.0,89,gold rare,Spurs,Korea Republic,Premier League
223,Ederson,25250.0,89,gold rare,Manchester City,Brazil,Premier League
224,Thibaut Courtois,24000.0,89,gold rare,Real Madrid,Belgium,LaLiga Santander
225,Riquelme,278000.0,89,Icon,FUT 22 ICONS,Argentina,unknown
226,Lev Yashin,368000.0,89,Icon,FUT 22 ICONS,Russia,unknown
227,Michael Ballack,794000.0,89,Icon,FUT 22 ICONS,Germany,unknown
228,Miroslav Klose,268000.0,89,Icon,FUT 22 ICONS,Germany,unknown
229,Pavel Nedvěd,822000.0,89,Icon,FUT 22 ICONS,Czech Republic,unknown
230,Kaká,910000.0,89,Icon,FUT 22 ICONS,Brazil,unknown
231,Ronaldinho,1400000.0,89,Icon,FUT 22 ICONS,Brazil,unknown
232,Sócrates,766000.0,89,Icon,FUT 22 ICONS,Brazil,unknown
233,Steven Gerrard,774000.0,89,Icon,FUT 22 ICONS,England,unknown
234,Abedi Pelé,979000.0,89,hero,HERO,Ghana,Ligue 1 Conforama
235,Jürgen Kohler,100000.0,89,hero,HERO,Germany,Bundesliga
236,Iker Casillas,399000.0,89,Icon,FUT 22 ICONS,Spain,unknown
237,Sadio Mané,277000.0,89,gold rare,Liverpool,Senegal,Premier League
238,Casemiro,23750.0,89,gold rare,Real Madrid,Brazil,LaLiga Santander
239,Alisson,37250.0,89,gold rare,Liverpool,Brazil,Premier League
240,Joshua Kimmich,31000.0,89,gold rare,FC Bayern,Germany,Bundesliga
241,Karim Benzema,24000.0,89,gold rare,Real Madrid,France,LaLiga Santander
242,Gianluigi Donnarumma,60500.0,89,gold rare,Paris SG,Italy,Ligue 1 Conforama
243,Keylor Navas,29250.0,89,IF gold,Paris SG,Costa Rica,Ligue 1 Conforama
244,Alessandro Nesta,223000.0,88,Icon,FUT 22 ICONS,Italy,unknown
245,Andriy Shevchenko,330000.0,88,Icon,FUT 22 ICONS,Ukraine,unknown
246,Clarence Seedorf,1430000.0,88,Icon,FUT 22 ICONS,Netherlands,unknown
247,Éric Cantona,1770000.0,88,Icon,FUT 22 ICONS,France,unknown
248,Franco Baresi,188000.0,88,Icon,FUT 22 ICONS,Italy,unknown
249,Frank Rijkaard,415000.0,88,Icon,FUT 22 ICONS,Netherlands,unknown
250,Hidetoshi Nakata,0.0,88,Icon,FUT 22 ICONS,Japan,unknown
251,Javier Zanetti,320000.0,88,Icon,FUT 22 ICONS,Argentina,unknown
252,Lothar Matthäus,1070000.0,88,Icon,FUT 22 ICONS,Germany,unknown
253,Marc Overmars,645000.0,88,Icon,FUT 22 ICONS,Netherlands,unknown
254,Michael Owen,590000.0,88,Icon,FUT 22 ICONS,England,unknown
255,Virgil van Dijk,190000.0,89,gold rare,Liverpool,Netherlands,Premier League
256,Mohamed Salah,350000.0,89,gold rare,Liverpool,Egypt,Premier League
257,Luis Suárez,30750.0,89,IF gold,Atlético de Madrid,Uruguay,LaLiga Santander
258,Marquinhos,735000.0,89,ucl live gold rare,Paris SG,Brazil,Ligue 1 Conforama
259,Andrea Pirlo,379000.0,88,Icon,FUT 22 ICONS,Italy,unknown
260,Christian Vieri,197000.0,88,Icon,FUT 22 ICONS,Italy,unknown
261,Emmanuel Petit,880000.0,88,Icon,FUT 22 ICONS,France,unknown
262,Fernando Torres,1270000.0,88,Icon,FUT 22 ICONS,Spain,unknown
263,Frank Lampard,240000.0,88,Icon,FUT 22 ICONS,England,unknown
264,George Best,1130000.0,88,Icon,FUT 22 ICONS,Northern Ireland,unknown
265,Jari Litmanen,279000.0,88,Icon,FUT 22 ICONS,Finland,unknown
266,Juan Sebastián Verón,405000.0,88,Icon,FUT 22 ICONS,Argentina,unknown
267,Luís Figo,670000.0,88,Icon,FUT 22 ICONS,Portugal,unknown
268,Marcel Desailly,876000.0,88,Icon,FUT 22 ICONS,France,unknown
269,Nemanja Vidić,285000.0,88,Icon,FUT 22 ICONS,Serbia,unknown
270,Paolo Maldini,520000.0,88,Icon,FUT 22 ICONS,Italy,unknown
271,Patrick Vieira,5150000.0,88,Icon,FUT 22 ICONS,France,unknown
272,Raúl González Blanco,729000.0,88,Icon,FUT 22 ICONS,Spain,unknown
273,Robert Pirès,339000.0,88,Icon,FUT 22 ICONS,France,unknown
274,Ronald Koeman,420000.0,88,Icon,FUT 22 ICONS,Netherlands,unknown
275,Rui Manuel César Costa,310000.0,88,Icon,FUT 22 ICONS,Portugal,unknown
276,Antonio Di Natale,1190000.0,88,hero,HERO,Italy,Serie A TIM
277,Mario Gomez,100000.0,88,hero,HERO,Germany,Bundesliga
278,Marcos Cafú,599000.0,88,Icon,FUT 22 ICONS,Brazil,unknown
279,Toni Kroos,18250.0,88,gold rare,Real Madrid,Germany,LaLiga Santander
280,Raheem Sterling,32500.0,88,gold rare,Manchester City,England,Premier League
281,Bruno Fernandes,68500.0,88,gold rare,Manchester Utd,Portugal,Premier League
282,Keylor Navas,19250.0,88,gold rare,Paris SG,Costa Rica,Ligue 1 Conforama
283,Sergio Ramos García,61000.0,88,otw gold,Paris SG,Spain,Ligue 1 Conforama
284,Thomas Müller,25000.0,88,IF gold,FC Bayern,Germany,Bundesliga
285,Patrick Kluivert,360000.0,88,Icon,FUT 22 ICONS,Netherlands,unknown
286,Petr Cech,310000.0,88,Icon,FUT 22 ICONS,Czech Republic,unknown
287,Rio Ferdinand,612000.0,88,Icon,FUT 22 ICONS,England,unknown
288,Roberto Carlos,1310000.0,88,Icon,FUT 22 ICONS,Brazil,unknown
289,Roy Keane,490000.0,88,Icon,FUT 22 ICONS,Republic of Ireland,unknown
290,Xavier Hernández,493000.0,88,Icon,FUT 22 ICONS,Spain,unknown
291,Diego Milito,169000.0,88,hero,HERO,Argentina,Serie A TIM
292,Romelu Lukaku,311000.0,88,otw gold,Chelsea,Belgium,Premier League
293,Romelu Lukaku,17500.0,88,gold rare,Chelsea,Belgium,Premier League
294,Erling Haaland,17750.0,88,gold rare,Dortmund,Norway,Bundesliga
295,Luis Suárez,17250.0,88,gold rare,Atlético de Madrid,Uruguay,LaLiga Santander
296,Sergio Ramos García,17750.0,88,gold rare,Paris SG,Spain,Ligue 1 Conforama
297,Wayne Rooney,1680000.0,88,Icon,FUT 22 ICONS,England,unknown
298,Kalidou Koulibaly,191900.0,88,POTM seriea,Napoli,Senegal,Serie A TIM
299,Leroy Sané,318000.0,88,ucl live gold rare,FC Bayern,Germany,Bundesliga
300,Andrew Robertson,192000.0,88,ucl live gold rare,Liverpool,Scotland,Premier League
301,Alessandro Del Piero,1200000.0,87,Icon,FUT 22 ICONS,Italy,unknown
302,Ashley Cole,292000.0,87,Icon,FUT 22 ICONS,England,unknown
303,Bobby Moore,179000.0,87,Icon,FUT 22 ICONS,England,unknown
304,Claude Makélélé,825000.0,87,Icon,FUT 22 ICONS,France,unknown
305,Davor Šuker,749000.0,87,Icon,FUT 22 ICONS,Croatia,unknown
306,Didier Drogba,821000.0,87,Icon,FUT 22 ICONS,Côte d'Ivoire,unknown
307,Emilio Butragueño,1140000.0,87,Icon,FUT 22 ICONS,Spain,unknown
308,Filippo Inzaghi,170000.0,87,Icon,FUT 22 ICONS,Italy,unknown
309,Gennaro Gattuso,418000.0,87,Icon,FUT 22 ICONS,Italy,unknown
310,Gianluca Zambrotta,398000.0,87,Icon,FUT 22 ICONS,Italy,unknown
311,Hernán Crespo,539000.0,87,Icon,FUT 22 ICONS,Argentina,unknown
312,Hugo Sánchez,509000.0,87,Icon,FUT 22 ICONS,Mexico,unknown
313,Ian Wright,259000.0,87,Icon,FUT 22 ICONS,England,unknown
314,Jay-Jay Okocha,310000.0,87,Icon,FUT 22 ICONS,Nigeria,unknown
315,Alan Shearer,137000.0,87,Icon,FUT 22 ICONS,England,unknown
316,Anderson Luís de Souza,200000.0,87,Icon,FUT 22 ICONS,Portugal,unknown
317,Bastian Schweinsteiger,400000.0,87,Icon,FUT 22 ICONS,Germany,unknown
318,Carlos Alberto Torres,728000.0,87,Icon,FUT 22 ICONS,Brazil,unknown
319,David Beckham,629000.0,87,Icon,FUT 22 ICONS,England,unknown
320,Dennis Bergkamp,252000.0,87,Icon,FUT 22 ICONS,Netherlands,unknown
321,Edwin van der Sar,399000.0,87,Icon,FUT 22 ICONS,Netherlands,unknown
322,Fabio Cannavaro,604000.0,87,Icon,FUT 22 ICONS,Italy,unknown
323,Gary Lineker,198000.0,87,Icon,FUT 22 ICONS,England,unknown
324,Gianfranco Zola,850000.0,87,Icon,FUT 22 ICONS,Italy,unknown
325,Henrik Larsson,264000.0,87,Icon,FUT 22 ICONS,Sweden,unknown
326,Hristo Stoichkov,709000.0,87,Icon,FUT 22 ICONS,Bulgaria,unknown
327,Ian Rush,276000.0,87,Icon,FUT 22 ICONS,Wales,unknown
328,Javier Zanetti,298000.0,87,Icon,FUT 22 ICONS,Argentina,unknown
329,John Barnes,367000.0,87,Icon,FUT 22 ICONS,England,unknown
330,Pep Guardiola,470000.0,87,Icon,FUT 22 ICONS,Spain,unknown
331,Kenny Dalglish,1260000.0,87,Icon,FUT 22 ICONS,Scotland,unknown
332,Marcel Desailly,860000.0,87,Icon,FUT 22 ICONS,France,unknown
333,Miroslav Klose,131000.0,87,Icon,FUT 22 ICONS,Germany,unknown
334,Philipp Lahm,432000.0,87,Icon,FUT 22 ICONS,Germany,unknown
335,Rivaldo,510000.0,87,Icon,FUT 22 ICONS,Brazil,unknown
336,Samuel Eto'o,1810000.0,87,Icon,FUT 22 ICONS,Cameroon,unknown
337,Sol Campbell,510000.0,87,Icon,FUT 22 ICONS,England,unknown
338,Iván Córdoba,549000.0,87,hero,HERO,Colombia,Serie A TIM
339,Joe Cole,423000.0,87,hero,HERO,England,Premier League
